station,DIFF_TMAX,DIFF_TMIN,DIFF_PRCP,NRECORDS,TMAX,TMIN,PRCP
USW00014788,419484.6,452937.08,1370417.22,10462,40.0960237048,43.2935461671,130.989984707
USC00180705,1674896.39425,1556560.6354,5141198.91222,41765,40.1028706871,37.2694992314,123.098261995
CHM00056137,803960.49,2341655.28,1547621.75,20018,40.1618788091,116.977484264,77.3115071436
CHM00058221,848418.52,532823.88,3199610.31,21121,40.1694294778,25.227208939,151.489527484
CHM00058457,848437.24,544081.33,3481013.51,21121,40.1703157994,25.7602069031,164.812911794
JA000047770,841973.71,935256.2,3709368.5,20960,40.1705014313,44.6210019084,176.973687977
USW00023118,1907356.78293,5029767.89912,3226188.06583,47433,40.2115991595,106.039421903,68.0156866703
JA000047765,847158.78,892453.07,4608663.39,21056,40.2336046733,42.3847392667,218.876490786
USC00301904,1681290.33583,2245790.65028,5345861.78697,41783,40.2386218279,53.7489086537,127.943464734
JA000047653,830286.12,885408.69,4933991.23,20614,40.277778209,42.9518138159,239.35147133
JA000047809,803467.97,840257.79,5188689.43,19939,40.2963022218,42.1414208335,260.228167411
USW00053011,147806.2,687458.75,235283.88,3666,40.3181123841,187.522845063,64.18
USC00185080,1636814.83917,1543990.62611,5183071.56375,40584,40.3315306319,38.0443186012,127.712191104
JA000047588,848486.69,1143041.6,2558327.8,21033,40.3407355109,54.345152855,121.6339942
USC00453513,1603806.64833,3225383.99417,2784201.28104,39737,40.3605367374,81.1682813037,70.0657140962
CHM00053673,809522.78,1937691.12,1793808.4,20025,40.4256069913,96.7636014981,89.5784469413
JA000047890,790766.64,790585.43,2733508.91,19556,40.4360114543,40.4267452444,139.77852884
JA000047612,851667.69,964482.43,5777460.84,21057,40.4458227668,45.8034112172,274.372457615
USW00054793,1552417.53514,1407659.54667,5282289.13938,38315,40.5172265468,36.7391242768,137.864782445
CHM00057131,41832.51,34958.17,73735.29,1032,40.535377907,33.8741957364,71.4489244186
GM000001153,1466099.4,1289803.4,2853552.7,36159,40.5459055837,35.6703282724,78.916803562
USC00281327,1715838.09653,3010533.00493,5556581.97074,42304,40.5597129474,71.1642635432,131.348855208
USC00445595,1747205.67332,1989566.57027,4557018.10189,43051,40.5845549075,46.2141778418,105.851620215
USW00013756,18388.82,8918.44,58198.46,453,40.5934216336,19.6875055188,128.473421634
USC00457690,1701250.71015,2762186.68496,4381883.85828,41894,40.6084573006,65.9327513477,104.594544763
CHM00057297,858112.39,479589.19,3810828.43,21121,40.6283978031,22.7067463662,180.428409166
JA000047887,858127.62,888631.7,3529062.0,21120,40.6310426136,42.0753645833,167.095738636
USW00013733,953542.661111,831014.245833,2719863.27667,23465,40.6368063546,35.4150541587,115.911496981
USC00181790,1622801.8,2026601.1125,4813528.905,39930,40.6411670423,50.7538470448,120.549183696
USC00308072,1776744.55194,1974251.12431,5469091.59778,43662,40.6931554199,45.2166901266,125.259759007
USR0000TCOK,1056568.21028,1051380.63958,2849472.0,25961,40.6982862863,40.498464604,109.759716498
USC00458999,1709304.80722,1910680.13583,4615370.65333,41949,40.747212263,45.5476920983,110.023377276
CHM00057290,756519.38,414276.12,3289790.02,18564,40.751959707,22.3161021332,177.213424908
USC00441986,1714986.7425,2358996.7325,4417864.415,42070,40.7650758854,56.0731336463,105.012227597
USC00356652,1725442.94521,3145195.19222,2976064.74376,42275,40.814735546,74.3984669952,70.3977467478
USC00071330,1351879.94,1279314.8,4392007.79,33079,40.8682227395,38.674530669,132.773293933
USC00073570,746508.72,821618.38,2580002.98,18250,40.9045873973,45.0201852055,141.370026301
JA000047616,843603.94,901159.6,4567730.61,20622,40.9079594608,43.6989428765,221.497944428
CHM00053915,864507.59,1417781.17,1913533.26,21121,40.9311864969,67.1266119028,90.5986108612
JA000047610,860830.26,1178305.91,2364707.91,21031,40.9314944606,56.0270985688,112.439156959
USC00459077,1730891.47094,2940048.59589,3072938.25358,42263,40.9552438526,69.5655442324,72.7098940818
USC00452540,1072839.5175,1553140.365,1856785.13,26186,40.969965535,59.3118599633,70.9075509814
RSM00037235,936001.1,1139225.58,1859767.32,22838,40.984372537,49.8828960504,81.4330204046
USC00374266,1657973.84,2889663.9,6129724.56,40412,41.0267702663,71.5050950213,151.680801742
JA000047768,819222.33,854421.26,2932236.52,19964,41.034979463,42.7980995792,146.876203166
AU000006306,1987783.75,1933535.88,4744086.62,48395,41.074155388,39.9532158281,98.0284455006
USC00355838,1739977.44534,2075989.42114,5532973.32132,42304,41.1303291732,49.0731236087,130.790783881
CHM00051828,839002.08,905086.87,1427034.26,20390,41.1477233938,44.3887626287,69.9869671408
USC00151531,323287.87,298448.47,983822.82,7854,41.1621937866,37.9995505475,125.263919022
USC00283029,1645054.21,2571494.9175,5240710.66639,39952,41.1757661694,64.3646104701,131.175176872
USC00334927,1742589.74778,2349195.01056,4212088.96035,42304,41.1920798926,55.5312738879,99.5671558327
GMW00034168,129096.66,145103.33,282835.57,3134,41.1922973835,46.2997223995,90.2474696873
USC00076410,1173128.82,1288696.3,3899031.77,28476,41.1971070375,45.25552395,136.923436227
CHM00057707,870292.55,339871.8,2443249.93,21121,41.2050826192,16.0916528573,115.67870508
BKM00014654,1622956.99,1645230.96,3862145.11,39383,41.209582561,41.7751557779,98.0663004342
USR0000GWAS,100677.284792,86597.4317361,262958.8,2441,41.2442788987,35.4762112807,107.725850061
USC00073595,341325.06,371971.21,1158001.87,8272,41.262700677,44.9675060445,139.990554884
USC00314050,1780807.13222,1896714.25326,8635112.22554,43143,41.2768498302,43.9634298325,200.150945125
USC00038010,45128.67,65327.36,206056.14,1093,41.288810613,59.7688563586,188.523458371
JA000047570,827562.29,1143364.77,2507013.99,20024,41.3285202757,57.0997188374,125.200458949
GME00121054,867204.13,789777.55,1689668.05,20969,41.3564848109,37.6640540798,80.5793337784
USC00333478,1750738.29466,2236282.59723,4210407.08159,42304,41.3846987203,52.8622020904,99.5273988651
JA000047742,809194.86,795891.9,4401987.06,19548,41.3952762431,40.7147483118,225.188615715
CHM00057494,875045.18,596044.84,4321785.22,21121,41.4301017944,28.2204838786,204.620293547
JA000047740,874930.92,970428.78,4544900.93,21118,41.4305767592,45.9526839663,215.214552988
USC00045623,1541465.11193,4725401.50441,4216766.64758,37192,41.4461473416,127.054245655,113.378324575
USC00079605,1176042.62,1119348.02,4176876.12,28368,41.4566631416,39.4581225324,147.239005922
CA001126160,1528239.9,2770416.0625,2541025.80806,36809,41.518104268,75.2646380641,69.0327313444
USC00057031,1624076.615,5842682.665,2876844.43861,39109,41.5269276893,149.39483661,73.5596522184
USC00427606,1742196.30379,4351600.42806,2976401.30891,41949,41.5312952345,103.735498535,70.9528548692
USW00053868,914495.8625,785946.895,3499673.635,22003,41.5623261601,35.7199879562,159.054385084
USC00029410,909828.38,2742886.33,1712846.98,21865,41.6111767665,125.446436314,78.3373876058
RSM00037107,1100020.03,1106420.04,5469773.51,26434,41.6138318075,41.8559446168,206.921900204
JA000047780,795951.61,838879.74,3135922.33,19117,41.6358011194,43.881348538,164.038412408
JA000047636,879570.61,871766.82,4466701.46,21120,41.6463357008,41.2768380682,211.491546402
USC00045892,30341.84,47670.23,35896.33,728,41.6783516484,65.4810851648,49.3081456044
USW00023050,1182680.81,1045730.52,2078104.75,28366,41.6936053726,36.8656320948,73.2604085877
USC00105013,1744938.24509,3683802.57053,2993178.44826,41847,41.6980487272,88.0302666984,71.5267151352
JA000047604,878231.13,910999.2,3384491.58,21058,41.7053438123,43.2614303353,160.722365847
USC00186915,1731857.99712,1494710.56942,5001480.49308,41519,41.71242075,36.0006399341,120.462450759
AU000011801,1941202.36,2055559.35,3513276.81,46534,41.7157854472,44.173278678,75.4991363304
GRE00105244,533820.75,220325.99,958436.17,12778,41.7765495383,17.2426036938,75.0067436219
JA000047755,882303.25,916676.89,4753122.86,21118,41.7796784733,43.4073723837,225.074479591
USC00065309,884407.42,856126.19,2654575.78,21163,41.7902669754,40.4539143789,125.434757832
USC00101551,1727086.06753,4989079.97415,2834340.98852,41318,41.7998467382,120.748341501,68.5982135756
JA000047615,879794.78,1060958.76,3816160.34,21031,41.8332356997,50.4473757786,181.454060197
JA000047638,880931.15,973287.59,3150583.95,21057,41.8355487486,46.2215695493,149.621691124
USC00446161,1392029.56997,1079787.44899,4299718.91611,33269,41.8416414672,32.4562640595,129.241002618
JA000047682,618815.64,736679.36,2617816.03,14778,41.8741128705,49.8497333875,177.142781838
JA000047668,818245.6,791702.68,5735989.17,19537,41.8818447049,40.523247172,293.59621078
RSM00034927,1039437.39,1046186.89,2312367.24,24818,41.8823994681,42.154359336,93.1729889596
USW00093739,1699554.32472,1174567.98667,4948989.94389,40566,41.8960293034,28.9544935825,121.998470243
GMW00035104,99173.65,79004.24,221110.43,2367,41.8984579637,33.3773722011,93.4137853823
USC00445453,1772612.89361,2012109.85806,4600497.40192,42304,41.9017798225,47.5631112437,108.74852028
CHM00053614,885338.01,1991456.78,1633161.38,21121,41.9174286255,94.2879967805,77.3240556792
USC00420700,1716083.85713,3592197.99275,2977228.22987,40933,41.9242141337,87.7579945948,72.7341809756
CHM00051716,855826.29,1394197.31,1428789.08,20390,41.9728440412,68.3765232957,70.0730299166
GME00121042,962498.07,1072858.15,1917350.83,22931,41.9736631634,46.7863656186,83.6139213292
USC00454154,1689797.6375,1916582.2925,2706670.42333,40235,41.9982015037,47.6347034298,67.2715402842
USW00023904,28391.3,48562.08,122258.28,676,41.998964497,71.8373964497,180.855443787
USC00443470,1762920.45972,2580507.65833,4685155.31964,41969,42.0053005724,61.4860410859,111.633713447
USC00261311,1836041.84531,4436672.25991,3090109.53533,43696,42.0185336256,101.534974824,70.7183617569
USC00467846,1743885.65936,2484435.70861,3913043.67987,41483,42.0385618051,59.8904541285,94.3288498873
CHM00057014,74129.3,123415.66,115619.51,1763,42.0472490074,70.0032104368,65.5811174135
USW00024114,918851.600833,1327416.98694,1591640.93,21846,42.0604046889,60.7624730818,72.8573162135
CHM00057265,888569.17,432204.4,2615608.08,21121,42.0704119123,20.4632545807,123.839215946
CHM00051644,888905.69,1397014.09,1526264.62,21121,42.08634487,66.1433686852,72.2628956962
KNW00043225,13014.69,8297.08,99249.16,309,42.1187378641,26.8513915858,321.194692557
CA001105630,491026.86,453323.37,1841000.59,11656,42.1265322581,38.8918471174,157.944456932
USC00422101,1722908.09285,4560555.15583,2773559.57222,40875,42.1506567057,111.573214822,67.8546684336
USC00042504,1320971.01097,4218814.00361,2830058.49118,31299,42.2048950756,134.790696304,90.4200930119
USC00447174,1403197.15201,1741653.02507,6576486.46061,33237,42.2179243618,52.401029728,197.866427795
USC00451276,1801189.6193,2210639.43891,6830110.19905,42661,42.2209891774,51.8187440263,160.101971333
JA000047605,892622.97,883517.84,5302458.16,21120,42.2643451705,41.8332310606,251.063359848
CA001012562,1274756.7575,1860702.955,3449744.09056,30160,42.2664707394,61.6943950597,114.381435363
GME00102316,1587935.19,1142914.39,3104030.39,37556,42.2817975823,30.4322715412,82.6507186601
JA000047655,894234.53,957862.3,7103647.81,21120,42.3406500947,45.3533285985,336.346960701
USW00003758,131758.76,128556.2925,232938.77,3111,42.3525425908,41.3231412729,74.8758502089
JA000047805,844350.08,902294.42,7359056.51,19931,42.3636586222,45.2709056244,369.226657468
USR0000CBUL,262642.09,949668.76,386097.88,6194,42.4026622538,153.32075557,62.3341750081
USC00443565,1358920.01604,1362916.90525,3607339.60419,32034,42.4211779997,42.5459482191,112.609714809
USW00014751,1081970.06639,1239209.90174,2748759.905,25504,42.4235440083,48.5888449551,107.777599788
ECM00084270,169.71,874.61,806.56,4,42.4275,218.6525,201.64
USC00457538,1784726.34889,2311077.97944,4601579.43028,42059,42.4338750063,54.9484766505,109.407723205
USC00041606,1793951.28466,2130679.14344,6317362.421,42259,42.4513425463,50.4195353283,149.491526562
USR0000ASTK,137411.03,133006.36,196663.36,3235,42.4763616692,41.1147944359,60.7923833076
GME00102372,897301.64,851105.61,1777427.98,21121,42.4838615596,40.2966530941,84.1545371905
USW00024147,452745.78,761134.08,761503.67,10655,42.4913918348,71.4344514313,71.4691384327
FRE00104910,1242468.74,422546.35,3272024.28,29235,42.4993583034,14.4534410809,111.921473576
USR0000ADVK,135470.26,117207.18,197594.36,3187,42.5071415124,36.7766488861,62.0001129589
JA000047762,895530.47,995143.83,5229255.34,21053,42.5369529283,47.2685047262,248.385281908
USC00358985,1801623.8043,4288689.73305,2898792.19464,42335,42.5563671738,101.303643157,68.4727103966
USC00194615,1927355.70155,3356539.51258,5007571.23364,45236,42.6066783435,74.2006258859,110.698807004
USC00376710,325742.74,278264.77,1275862.86,7640,42.6364842932,36.4220903141,166.997756545
USC00354632,1829948.99701,4885556.00333,3038287.33167,42918,42.638263596,113.834661525,70.792845232
KSW00043227,4520.41,3883.22,6531.2,106,42.6453773585,36.6341509434,61.6150943396
USC00443229,201189.07,303457.86,447798.8075,4716,42.6609563189,64.3464503817,94.9530974343
JA000047648,1213589.68,885693.92,5101560.17,28407,42.7215010385,31.1787207378,179.588135671
CA001106865,331565.24,349886.63,1088408.7,7761,42.7219739724,45.0826736245,140.240780827
FRE00104947,874329.68,440021.69,1510838.22,20455,42.7440567099,21.5116934735,73.8615604987
CHM00052418,902816.33,2396402.73,1514641.56,21121,42.7449614128,113.460666162,71.7125874722
JA000047606,881110.91,852420.07,4372176.61,20612,42.7474728314,41.3555244518,212.118019115
USC00286974,1764776.7025,2873981.9475,5663869.22621,41279,42.7524092759,69.6233423169,137.209458228
USC00075217,14329.04,11759.51,61674.67,335,42.7732537313,35.1030149254,184.103492537
USW00053959,92203.94,81197.23,250524.51,2155,42.7860510441,37.6785290023,116.252672854
USC00291883,1634466.04028,2643962.18028,2853327.27521,38167,42.8240637272,69.2735132517,74.7590136822
JA000047620,883058.97,1340920.17,3190017.06,20612,42.8419837958,65.0553158354,154.765042694
USC00127768,1811253.50792,2158858.425,4671851.82559,42266,42.8536769014,51.0778977192,110.534515345
FRW00034051,218156.35,226945.98,373916.21,5089,42.8682157595,44.5953979171,73.4753802319
USC00311629,943519.62,1709741.46,3625946.26674,22003,42.8814079898,77.704924783,164.793267588
USC00192372,977954.52,1206440.39,3127237.83,22795,42.9021504716,52.9256586971,137.189639395
JA000047817,906364.98,1016264.23,6812615.14,21120,42.9150085227,48.1185714962,322.567004735
CHM00057662,906430.98,598384.57,3806754.62,21121,42.9161015103,28.3312613039,180.235529568
USC00331474,1815526.67094,2787169.70065,3707805.96421,42304,42.9161939992,65.884306464,87.6466992297
JA000047895,899902.03,899639.83,5724147.21,20964,42.9260651593,42.9135580042,273.046518317
USC00058100,383253.93,1990871.78,629956.95,8919,42.9705045409,223.216927907,70.6308947191
RSM00037075,750202.74,847723.33,1373640.89,17455,42.9792460613,48.5662177027,78.6961266113
USC00158537,1771777.84523,2026579.53902,4381894.94709,41195,43.0095362358,49.1947940047,106.369582403
JA000047815,908530.65,906976.28,5935504.85,21119,43.0195866282,42.9459860789,281.050468772
JA000047807,908709.23,965177.64,5109186.87,21120,43.0260052083,45.6996988636,241.912257102
USW00093783,162158.737778,150784.371389,431594.8775,3768,43.0357584336,40.0170837019,114.542164942
USC00314385,1691098.105,1749861.0725,4559516.33385,39261,43.0732305596,44.5699567637,116.133474284
USC00265092,1822043.5915,5932304.64617,2862859.45914,42264,43.1110068026,140.363066586,67.7375416226
CHM00057816,913319.05,441260.94,3036024.68,21177,43.127876942,20.8368012466,143.364248005
USR0000KKOO,850840.366736,905756.628681,2452273.23,19714,43.1591948228,45.9448426844,124.392473876
USW00093044,910156.14,2495728.94,1657438.07,21084,43.1680961867,118.370752229,78.6111776703
GMW00034056,228284.32,243637.06,407185.61,5288,43.1702571861,46.0735741301,77.0018173222
USC00183348,1821293.09954,2312850.19998,4396292.48803,42183,43.1759974289,54.8289642741,104.219531281
JA000047624,912243.09,918500.07,3490021.95,21120,43.193328125,43.4895866477,165.24725142
USC00101015,1773521.54127,4200700.4102,2861965.59873,41005,43.2513484032,102.443614442,69.7955273438
IT000016560,927694.74,435738.09,1663802.23,21446,43.2572386459,20.3179189592,77.5810048494
USC00425034,1829934.84668,4693631.34923,2968967.20161,42298,43.262916608,110.965798601,70.1916686749
JA000047631,893075.19,937082.38,4791744.62,20624,43.3027147983,45.4365001939,232.338276765
USC00400049,110603.14,104980.21,382863.52,2554,43.3058496476,41.1042325764,149.907407987
USC00319123,1233698.26,948091.6375,3393809.74632,28486,43.3089328091,33.2827226532,119.139568431
USW00024253,1816764.93769,1521432.38854,3881615.75088,41937,43.3212899753,36.2789991783,92.5582600301
JA000047651,893704.52,871407.98,5005694.34,20628,43.3248264495,42.2439393058,242.665034904
USW00013749,521481.225,612334.88,1329257.9625,12036,43.3267883848,50.8752808242,110.440176346
USC00334389,1789715.76444,2475054.42557,3996158.48785,41300,43.3345221414,59.9286785852,96.7592854202
USC00076020,961402.76,828678.81,3013499.64,22175,43.355254115,37.3699576099,135.89626336
USC00123915,1282734.3775,1246622.4825,3432389.8025,29582,43.361989639,42.1412508451,116.029673535
USW00003810,939859.683333,678040.003056,3197892.56,21670,43.3714666974,31.2893402425,147.572337794
USW00093784,162273.78,109926.68,476370.54,3736,43.4351659529,29.4236295503,127.508174518
JA000047662,917439.2,896762.16,4480981.78,21119,43.4414129457,42.4623400729,212.177744211
USC00316122,1838148.17354,1461037.61345,4640053.52999,42304,43.4509307286,34.5366304239,109.683564911
USC00198375,1939572.60028,3329519.43583,7006857.70917,44633,43.4560213357,74.5977065363,156.988275697
USC00451484,1857942.67604,2302746.88145,4344253.30475,42725,43.4860778476,53.8969428075,101.679421995
JA000047812,620106.98,375223.78,4820557.03,14245,43.5315535276,26.3407356967,338.403441909
CHM00051855,725386.43,1570204.8,1218589.28,16663,43.5327630079,94.2330192642,73.1314457181
USR0000GPLA,89455.31,51221.48,86100.04,2054,43.5517575463,24.937429406,41.9182278481
FRE00104941,875251.51,663458.42,1472404.34,20090,43.5665261324,33.0243115978,73.2904101543
USC00106785,1834067.8062,5129590.86137,2844510.88558,42076,43.5894050337,121.912512153,67.6041183948
