,year,tmax,max_tmax,std_tmax,min_tmax,std_tmin,min_tmin,tmin,max_tmin,continent,period
508,1972,30.6,41.2,2.81578030123,25.6,4.27958581133,7.3,23.3,30.3,Oceanía,1970-2015
509,1973,31.1,41.0,2.67346021556,23.2,3.32566380367,11.1,23.9,29.7,Oceanía,1970-2015
510,1974,30.0,39.7,2.37848208131,21.8,3.83392013342,8.1,23.3,29.0,Oceanía,1970-2015
511,1975,30.4,39.7,2.65955752303,17.5,3.9013404488,8.6,23.8,29.8,Oceanía,1970-2015
512,1976,30.0,41.6,2.31357002937,24.9,4.94733155862,5.5,22.8,29.1,Oceanía,1970-2015
513,1977,30.6,42.8,2.59033823855,25.0,4.88229542467,5.4,23.9,29.6,Oceanía,1970-2015
514,1978,30.0,41.9,2.88315266862,20.4,3.94142310738,7.8,23.35,30.0,Oceanía,1970-2015
515,1979,30.6,42.2,2.71017433558,20.0,4.22366354786,5.6,23.9,30.3,Oceanía,1970-2015
516,1980,31.1,41.4,2.59262845521,25.4,3.87449293596,8.5,23.9,30.0,Oceanía,1970-2015
517,1981,30.6,42.0,2.91126189735,24.7,3.94781474458,8.3,23.9,29.5,Oceanía,1970-2015
518,1982,30.6,42.6,2.74197786674,24.7,4.55714855023,5.8,23.9,29.5,Oceanía,1970-2015
519,1983,30.2,41.1,2.65119540996,23.8,4.7607333889,5.5,24.4,29.9,Oceanía,1970-2015
520,1984,30.6,41.7,2.72628738581,24.2,4.45745121712,5.6,23.9,29.1,Oceanía,1970-2015
521,1985,30.5,42.3,2.62167161076,23.6,4.43453767348,6.6,24.1,30.2,Oceanía,1970-2015
522,1986,30.6,41.2,2.84110504511,22.8,3.88014437845,7.4,23.9,30.1,Oceanía,1970-2015
523,1987,30.6,42.4,2.78019900904,23.7,4.30692846531,8.2,24.4,30.0,Oceanía,1970-2015
524,1988,31.0,43.6,2.82619081953,26.1,4.15214403852,6.2,24.4,30.2,Oceanía,1970-2015
525,1989,30.6,42.2,2.76313004767,24.3,4.04050781863,5.0,23.9,29.6,Oceanía,1970-2015
526,1990,30.6,42.0,2.97717482366,24.7,4.01811883018,9.9,24.4,29.7,Oceanía,1970-2015
527,1991,30.6,38.2,2.15198164165,22.2,4.36876265865,8.5,24.6,29.8,Oceanía,1970-2015
528,1992,30.6,40.0,2.50537043988,24.7,3.81156830604,8.7,25.0,29.3,Oceanía,1970-2015
529,1993,30.6,41.4,2.7892722133,19.6,4.0884089606,7.6,24.4,29.7,Oceanía,1970-2015
530,1994,31.2,40.5,2.59104005482,25.1,5.54808159698,5.4,24.4,29.1,Oceanía,1970-2015
531,1995,31.1,42.3,2.55637779697,20.2,4.46905837711,6.9,25.0,29.3,Oceanía,1970-2015
532,1996,31.5,43.4,2.18409979452,25.8,4.3933074791,6.2,24.65,29.2,Oceanía,1970-2015
533,1997,31.1,40.7,2.48079065708,19.8,4.43278033305,7.2,25.0,29.1,Oceanía,1970-2015
534,1998,32.2,40.7,2.38245084437,19.4,4.29337244803,9.0,26.1,30.0,Oceanía,1970-2015
535,1999,31.1,39.9,2.07680340189,25.9,4.63979835252,6.3,24.0,29.5,Oceanía,1970-2015
536,2000,31.1,42.4,2.10551272947,24.0,4.6153707431,6.4,24.5,28.9,Oceanía,1970-2015
537,2001,31.1,37.7,2.03519274936,20.4,4.47816748754,7.3,25.0,28.9,Oceanía,1970-2015
538,2002,31.7,42.2,2.56971057946,27.0,5.1481240304,7.4,25.6,29.5,Oceanía,1970-2015
539,2003,31.1,42.9,2.5954280501,22.6,4.29681014134,7.0,25.0,29.8,Oceanía,1970-2015
540,2004,30.6,41.7,2.54564011887,18.8,4.52421299971,7.8,24.95,29.7,Oceanía,1970-2015
541,2005,31.1,41.0,2.65420636229,20.4,4.12987195017,9.1,25.6,30.7,Oceanía,1970-2015
542,2006,31.0,42.9,2.51937394447,19.1,4.97190211899,6.9,25.0,29.6,Oceanía,1970-2015
543,2007,31.1,42.9,2.455557109,23.4,4.92580630274,6.6,25.6,29.7,Oceanía,1970-2015
544,2008,31.7,41.7,2.33835658487,22.5,4.74431669331,6.4,25.45,29.4,Oceanía,1970-2015
545,2009,31.1,42.1,2.8194343152,24.8,4.11662504061,7.4,25.0,30.0,Oceanía,1970-2015
546,2010,31.1,40.7,2.74968818004,18.7,3.71694023358,10.9,25.0,30.5,Oceanía,1970-2015
547,2011,30.6,41.0,2.21300388016,24.2,4.62249143255,5.9,23.9,29.8,Oceanía,1970-2015
548,2012,30.6,43.0,2.8716765202,23.9,4.95271604435,7.4,24.4,30.0,Oceanía,1970-2015
549,2013,31.1,42.8,2.7876975894,20.3,3.98159775649,8.8,25.0,30.5,Oceanía,1970-2015
550,2014,31.1,41.0,2.78118103377,21.6,4.64230574103,7.5,24.9,29.7,Oceanía,1970-2015
551,2015,31.2,41.8,2.76793588788,24.9,4.44236371258,7.7,25.1,30.2,Oceanía,1970-2015
552,1970,22.8,42.5,6.79849678839,11.6,6.38114876625,-2.3,11.9416666667,29.4,Oceanía,1970-2015
553,1971,21.7,42.2,6.51734571232,9.76666666667,6.36855278419,-2.3,11.4,29.3,Oceanía,1970-2015
554,1972,24.35,43.8,6.98802037277,10.75,6.28888938532,-1.85,12.75,30.3,Oceanía,1970-2015
555,1973,22.75,41.5,6.7857252162,8.1,6.37266163655,-3.15,12.3333333333,29.7,Oceanía,1970-2015
556,1974,22.5666666667,41.95,6.35789782333,9.7,6.13302981547,-2.25,12.1416666667,29.0,Oceanía,1970-2015
557,1975,22.6,44.75,6.57999735584,8.6,6.4362741176,-2.15,12.2125,29.8,Oceanía,1970-2015
558,1976,23.6,41.6,6.10672601428,9.9,5.91910877285,-0.8,12.55,29.1,Oceanía,1970-2015
559,1977,23.45,43.7,6.66816385005,9.25,6.34420773051,-2.0,12.45,29.6,Oceanía,1970-2015
560,1978,23.875,43.5,6.73386688474,8.6,6.34160737887,-0.45,12.95,30.0,Oceanía,1970-2015
561,1979,23.15,43.8,6.70197607206,9.2,6.42653470713,-1.1,12.45,30.3,Oceanía,1970-2015
562,1980,23.15,43.75,6.6753828479,9.7,6.29817671866,-0.8,12.45,30.0,Oceanía,1970-2015
563,1981,23.0,42.0,6.64722628186,9.4,6.15308436133,-2.6,12.15,29.5,Oceanía,1970-2015
564,1982,23.2,43.05,6.44565093111,10.0,6.28110117655,-2.25,12.5,29.5,Oceanía,1970-2015
565,1983,24.0,43.75,6.09200901483,10.8,6.03665460015,-1.65,12.875,29.9,Oceanía,1970-2015
566,1984,22.9333333333,42.825,6.50288649161,10.1,6.26914209472,-1.3,12.25,29.1,Oceanía,1970-2015
567,1985,23.4,43.4,6.47882731432,9.75,6.31448914704,-0.95,12.55,30.2,Oceanía,1970-2015
568,1986,22.15,42.65,6.55258235227,10.6,6.53407523061,-1.25,11.75,30.1,Oceanía,1970-2015
569,1987,23.3,42.4,6.27829635947,10.9,6.37525602623,-1.6,12.325,30.0,Oceanía,1970-2015
570,1988,23.3,43.9,6.6606277496,10.6,6.32223632826,-0.3,12.925,30.2,Oceanía,1970-2015
571,1989,23.0,42.95,6.5867133531,10.8,6.44518495846,-1.0,12.5,29.6,Oceanía,1970-2015
572,1990,22.7375,44.7,6.64022446567,8.9,6.75539766389,-1.9,12.3416666667,29.7,Oceanía,1970-2015
573,1991,23.15,46.7,6.49945076268,8.7,6.21804560561,-0.35,12.75,29.8,Oceanía,1970-2015
574,1992,22.85,42.2,6.5973615156,9.3,6.54880872824,-1.1,12.6,29.3,Oceanía,1970-2015
575,1993,22.45,43.4,6.65123068394,9.7,6.53735089904,-1.05,12.1,29.7,Oceanía,1970-2015
576,1994,24.15,44.7,6.46691683343,10.9,6.28031995098,-0.35,12.45,29.1,Oceanía,1970-2015
577,1995,23.4,42.3,6.55401286289,9.85,6.44439367284,0.1,12.5,29.3,Oceanía,1970-2015
578,1996,23.6,43.4,6.52074081785,11.1,6.30455232437,-0.75,12.75,29.2,Oceanía,1970-2015
579,1997,23.35,45.0,6.6190631338,10.8,6.58197247923,-3.4,12.85,29.1,Oceanía,1970-2015
580,1998,23.3,42.525,6.97401324251,10.15,6.90422236475,-2.0,12.7,30.0,Oceanía,1970-2015
581,1999,23.9,39.9,6.37845564756,10.9333333333,6.36290135406,-1.03333333333,12.8666666667,29.5,Oceanía,1970-2015
582,2000,23.92,42.4,6.18938594624,11.0666666667,6.50628652301,-1.4,12.5291666667,28.9,Oceanía,1970-2015
583,2001,22.95,42.1,6.28787529992,11.0,6.67441532975,-2.25,12.0,28.9,Oceanía,1970-2015
584,2002,23.5,43.2333333333,6.53630128304,9.1,6.67786431811,-1.16666666667,12.3416666667,29.5,Oceanía,1970-2015
585,2003,23.65,44.05,6.69808151382,10.8,6.55804194163,-2.85,13.0,29.8,Oceanía,1970-2015
586,2004,23.5875,43.2,6.54484034428,9.55,6.67928004664,-1.85,12.65,29.7,Oceanía,1970-2015
587,2005,22.55,42.25,6.60460916151,10.35,6.76856540461,-2.2,12.45,30.7,Oceanía,1970-2015
588,2006,23.4,42.9,6.1449157467,11.35,6.60492137212,-3.65,12.5666666667,29.6,Oceanía,1970-2015
589,2007,23.0,46.45,6.54902115267,11.0,6.55510468515,0.1,12.6,29.7,Oceanía,1970-2015
590,2008,23.1291666667,44.3,6.46849757874,10.9,6.72643738669,-1.75,12.6375,29.4,Oceanía,1970-2015
591,2009,23.85,44.75,6.80544156918,10.2,6.5893142535,-0.65,12.7333333333,30.0,Oceanía,1970-2015
592,2010,24.1583333333,46.65,6.74005502096,10.45,7.07316434848,-2.05,12.9,30.5,Oceanía,1970-2015
593,2011,24.1,44.2,6.22110691083,9.65,6.1455457709,-0.35,13.5666666667,29.8,Oceanía,1970-2015
594,2012,24.45,43.0,6.43738953404,10.95,6.56941057818,-2.05,13.275,30.0,Oceanía,1970-2015
595,2013,24.2,45.45,6.54743280736,10.5,6.41707852311,-3.5,13.6,30.5,Oceanía,1970-2015
596,2014,24.2,45.55,6.26046322643,10.8,6.24012367893,-1.45,13.3,29.7,Oceanía,1970-2015
597,2015,24.6,43.25,6.57788044476,11.0,6.5168867386,-2.15,13.5,30.2,Oceanía,1970-2015
598,1970,24.6,43.8,7.1339000914,11.6,6.89454777092,-2.3,12.8,30.9,Oceanía,1970-2015
599,1971,23.6,43.5,6.95528639984,9.76666666667,6.91582647532,-2.3,12.25,31.2,Oceanía,1970-2015
600,1972,25.95,45.0,7.14990932388,10.75,6.63258509277,-1.85,13.6,30.4,Oceanía,1970-2015
601,1973,24.45,44.5,7.14280200959,8.1,6.79507879643,-3.15,13.2,31.2,Oceanía,1970-2015
602,1974,23.9666666667,41.95,6.54583833768,9.7,6.47824051673,-2.25,12.85,29.0,Oceanía,1970-2015
603,1975,24.2,44.75,6.87164763544,8.6,6.76117122421,-2.15,12.8666666667,29.8,Oceanía,1970-2015
604,1976,25.0,43.2,6.43269937548,9.9,6.34031013847,-2.0,13.175,29.1,Oceanía,1970-2015
605,1977,25.5,43.7,6.97884670707,9.25,6.69956829107,-3.2,13.225,29.6,Oceanía,1970-2015
606,1978,25.55,44.5,7.05403120201,8.6,6.70383651529,-0.7,13.85,30.0,Oceanía,1970-2015
607,1979,24.65,43.8,7.16478797867,9.2,6.86083638414,-1.1,13.3,31.2,Oceanía,1970-2015
608,1980,25.1,46.4,7.14930349907,9.7,6.7459619159,-0.8,13.3,30.0,Oceanía,1970-2015
609,1981,24.6625,44.1,6.99635842091,9.4,6.69447558322,-3.0,12.9,30.0,Oceanía,1970-2015
610,1982,24.85,43.1,6.75290988946,10.0,6.68927065658,-2.5,13.2,29.6,Oceanía,1970-2015
611,1983,25.4833333333,43.75,6.45160759375,10.8,6.52250051754,-1.7,13.5,29.9,Oceanía,1970-2015
612,1984,24.35,42.825,6.81805950783,9.9,6.6901218914,-1.3,13.0,30.7,Oceanía,1970-2015
613,1985,25.0,44.2,6.85732061938,9.75,6.73678367327,-0.95,13.3,30.2,Oceanía,1970-2015
614,1986,23.8,44.8,7.16328818132,10.2,7.06199144625,-2.0,12.575,30.8,Oceanía,1970-2015
615,1987,24.9,42.4,6.65569910404,10.9,6.83666097791,-2.5,13.1,30.0,Oceanía,1970-2015
616,1988,25.0,43.9,6.90779460672,10.6,6.6856279116,-1.9,13.675,30.2,Oceanía,1970-2015
617,1989,24.6,43.4,6.92671784161,10.8,6.8830747452,-2.3,13.2,29.6,Oceanía,1970-2015
618,1990,24.6,46.5,7.13880644419,8.9,7.08459542502,-2.2,13.2,32.1,Oceanía,1970-2015
619,1991,25.2,46.7,6.88220855708,8.7,6.55736431638,-0.35,13.6,32.0,Oceanía,1970-2015
620,1992,24.0,43.6,7.01166700055,9.3,6.87577414828,-1.1,13.4,29.7,Oceanía,1970-2015
621,1993,24.1666666667,43.8,7.10915648769,9.7,6.94399666131,-1.9,12.9,30.3,Oceanía,1970-2015
622,1994,25.9,45.5,6.73174530121,10.9,6.61685799744,-0.8,13.15,30.9,Oceanía,1970-2015
623,1995,24.9,43.6,6.8081951325,9.85,6.76494236547,-0.9,13.3,29.3,Oceanía,1970-2015
624,1996,25.35,43.8,6.8717244237,11.1,6.63621710586,-1.4,13.525,31.0,Oceanía,1970-2015
625,1997,25.0,45.0,7.00441688271,9.2,6.83785742354,-3.4,13.7,29.4,Oceanía,1970-2015
626,1998,25.22,44.8,7.36405969736,10.1,7.10985968482,-2.0,13.55,31.7,Oceanía,1970-2015
627,1999,25.4,42.7,6.58800332494,10.9333333333,6.52835348222,-1.03333333333,13.7,30.1,Oceanía,1970-2015
628,2000,25.1,42.9,6.43356464185,11.0666666667,6.76357008341,-1.4,13.15,28.9,Oceanía,1970-2015
629,2001,24.4583333333,45.8,6.59609239246,11.0,6.90245040361,-2.25,12.7,29.0,Oceanía,1970-2015
630,2002,25.5,43.2333333333,6.82234230174,9.1,6.84662581434,-1.4,13.3,30.9,Oceanía,1970-2015
631,2003,25.4875,44.05,6.99591925285,10.8,6.75687468248,-2.85,13.8,30.4,Oceanía,1970-2015
632,2004,25.25,43.7,6.95686342891,9.55,6.91879917433,-1.85,13.5,29.7,Oceanía,1970-2015
633,2005,24.7,44.5,7.17953275234,9.3,6.97752585547,-2.2,13.4,30.7,Oceanía,1970-2015
634,2006,25.2,45.3,6.54955964501,10.1,6.81124982351,-3.65,13.35,29.6,Oceanía,1970-2015
635,2007,24.65,46.45,6.9464867391,11.0,6.78799935861,0.1,13.3,30.6,Oceanía,1970-2015
636,2008,24.9,44.3,6.87756145013,10.9,6.8876145401,-1.75,13.45,30.3,Oceanía,1970-2015
637,2009,25.6666666667,44.75,7.213018958,10.2,6.82000090788,-0.7,13.55,30.3,Oceanía,1970-2015
638,2010,25.7,46.65,7.07584647733,10.45,7.22689450716,-2.05,13.9,31.4,Oceanía,1970-2015
639,2011,25.6,44.9,6.47167925392,9.65,6.29877398659,-0.35,14.1125,30.9,Oceanía,1970-2015
640,2012,26.0,43.8,6.74259953815,10.95,6.77711659028,-2.05,13.9,30.0,Oceanía,1970-2015
641,2013,26.0,46.1,6.99092149992,10.5,6.65216213277,-3.5,14.3416666667,31.7,Oceanía,1970-2015
642,2014,26.0,45.55,6.65868509888,10.8,6.48479004683,-1.45,13.975,29.8,Oceanía,1970-2015
643,2015,26.1,44.7,7.00975632138,11.0,6.71506064927,-2.15,14.2,30.2,Oceanía,1970-2015
644,1970,24.4333333333,44.2,7.22336459152,11.6,6.872806409,-3.5,12.4,30.9,Oceanía,1970-2015
645,1971,23.9,44.4,7.09609980609,9.76666666667,6.8899138408,-2.7,12.2,31.2,Oceanía,1970-2015
646,1972,25.8125,45.0,7.16588266986,9.8,6.62588370782,-4.7,13.3,30.4,Oceanía,1970-2015
647,1973,24.6,47.2,7.2250384633,8.1,6.67749209929,-3.15,13.1,31.6,Oceanía,1970-2015
648,1974,23.9,41.95,6.55040111217,9.7,6.42455145789,-2.8,12.7,29.0,Oceanía,1970-2015
649,1975,24.4,44.8,6.90248372709,8.6,6.711176846,-4.8,12.65,29.8,Oceanía,1970-2015
650,1976,24.75,47.3,6.49096899951,9.9,6.55358087792,-7.5,12.75,29.1,Oceanía,1970-2015
651,1977,25.5,44.0,7.06233238941,9.25,6.78049789755,-6.2,12.9,29.6,Oceanía,1970-2015
652,1978,25.2,44.6,7.1690769597,8.6,6.66867291285,-2.7,13.25,30.0,Oceanía,1970-2015
653,1979,24.65,47.8,7.32914732793,9.2,6.82742440547,-3.9,13.0,31.2,Oceanía,1970-2015
654,1980,25.3125,46.4,7.30240778936,9.7,6.69251453657,-1.7,13.05,30.0,Oceanía,1970-2015
655,1981,24.9,45.6,7.11058322318,9.4,6.61674528008,-3.0,12.75,30.0,Oceanía,1970-2015
656,1982,24.9,47.7,6.92216268035,10.0,6.81121508388,-4.5,12.95,34.7,Oceanía,1970-2015
657,1983,25.2,46.5,6.72044061747,10.8,6.67629494067,-5.5,13.3,29.9,Oceanía,1970-2015
658,1984,24.35,44.0,6.90980428506,9.9,6.67649490582,-4.9,12.7,30.7,Oceanía,1970-2015
659,1985,24.9,45.5,7.00182275302,9.75,6.78204439335,-2.8,13.05,31.5,Oceanía,1970-2015
660,1986,23.9,45.8,7.33007280806,8.5,6.90284128928,-2.0,12.4,30.8,Oceanía,1970-2015
661,1987,24.8,45.5,6.83382657113,10.7,6.86981712994,-2.8,12.85,31.2,Oceanía,1970-2015
662,1988,25.1,45.6,6.99235736994,10.6,6.59899210886,-1.9,13.5,31.7,Oceanía,1970-2015
663,1989,24.675,43.7,7.15342343854,9.4,6.84746322484,-5.2,13.0,29.6,Oceanía,1970-2015
664,1990,24.85,47.9,7.36244287104,8.9,6.94618720103,-2.2,13.15,32.1,Oceanía,1970-2015
665,1991,25.5333333333,46.7,6.99773679107,8.7,6.50666827855,-0.35,13.4,32.0,Oceanía,1970-2015
666,1992,24.05,43.6,7.09241652229,9.3,6.78318841108,-1.1,13.25,29.7,Oceanía,1970-2015
667,1993,24.5,45.15,7.20272629999,9.7,6.84510692998,-1.9,12.85,30.3,Oceanía,1970-2015
668,1994,26.0,45.5,6.86613841141,10.9,6.65153616085,-1.8,12.95,30.9,Oceanía,1970-2015
669,1995,25.0,44.0,6.96974505041,9.85,6.69552312183,-0.9,13.15,30.2,Oceanía,1970-2015
670,1996,25.5,45.35,7.02663133008,11.1,6.56207590082,-1.4,13.3,31.0,Oceanía,1970-2015
671,1997,25.0666666667,45.8,7.14549141839,9.2,6.8713733709,-3.5,13.425,29.4,Oceanía,1970-2015
672,1998,25.3,44.8,7.45353487386,9.3,6.97767095523,-2.0,13.35,31.7,Oceanía,1970-2015
673,1999,25.5,45.0,6.72103235732,10.9333333333,6.54919087246,-2.2,13.5,31.2,Oceanía,1970-2015
674,2000,25.1666666667,44.5,6.61027703984,11.0666666667,6.7690360154,-1.55,13.1,29.9,Oceanía,1970-2015
675,2001,24.6,47.8,6.73913471393,11.0,6.84623505337,-2.25,12.6,31.0,Oceanía,1970-2015
676,2002,25.8,44.3,6.922113064,9.1,6.80253305355,-4.1,13.15,30.9,Oceanía,1970-2015
677,2003,25.6,46.3,7.11556162057,10.8,6.7482544159,-2.85,13.6,30.4,Oceanía,1970-2015
678,2004,25.5,47.3,7.17067942877,9.55,6.84173212979,-1.85,13.4,30.9,Oceanía,1970-2015
679,2005,25.1416666667,44.8,7.3448699296,9.3,6.85377318667,-2.2,13.3,30.7,Oceanía,1970-2015
680,2006,25.2833333333,47.4,6.85048605697,9.3,6.92393987103,-3.65,13.2,31.0,Oceanía,1970-2015
681,2007,25.3,46.45,7.10529641576,9.9,6.82430785743,-3.4,13.25,30.6,Oceanía,1970-2015
682,2008,25.05,44.3,7.02708028225,10.9,6.84423251459,-1.75,13.3,30.3,Oceanía,1970-2015
683,2009,25.7,47.5,7.35702786636,9.6,6.76451710731,-0.7,13.3625,32.7,Oceanía,1970-2015
684,2010,25.45,46.65,7.13391960769,8.75,7.06767524623,-2.05,13.6,31.4,Oceanía,1970-2015
685,2011,25.55,48.1,6.63520317545,9.65,6.43007664123,-3.4,13.8,30.9,Oceanía,1970-2015
686,2012,25.95,46.2,6.94721290315,10.95,6.91023952073,-5.2,13.6,30.0,Oceanía,1970-2015
687,2013,26.25,46.3,7.18809428244,10.5,6.57915791915,-3.5,14.05,31.7,Oceanía,1970-2015
688,2014,26.0,46.8,6.88918295375,7.5,6.59524265424,-3.0,13.8,31.4,Oceanía,1970-2015
689,2015,25.9,46.8,7.20115622148,11.0,6.8146650918,-5.0,13.9,31.8,Oceanía,1970-2015
690,1970,22.75,44.2,7.54496532545,9.0,6.58055474444,-3.5,11.5333333333,31.56,Oceanía,1970-2015
691,1971,22.3333333333,44.4,7.35290531688,9.275,6.52478386514,-2.7,11.5775,31.2,Oceanía,1970-2015
692,1972,24.15,45.0,7.37975762358,8.45,6.40519276151,-4.7,12.2,31.45,Oceanía,1970-2015
693,1973,23.25,47.2,7.33229494031,8.1,6.44611425263,-3.15,12.5,31.6,Oceanía,1970-2015
694,1974,22.625,41.95,6.74034262847,8.85,6.17554004169,-2.8,12.1,29.0,Oceanía,1970-2015
695,1975,23.2,44.8,7.02067716494,8.6,6.34134483496,-4.8,12.05,29.8,Oceanía,1970-2015
696,1976,23.4,47.3,6.7980248351,9.9,6.28604851397,-7.5,11.8,29.48,Oceanía,1970-2015
697,1977,23.65,44.0,7.22447183467,8.95,6.51123983008,-6.2,11.9791666667,29.7,Oceanía,1970-2015
698,1978,23.5833333333,44.6,7.38302113059,8.3,6.41061965782,-2.7,12.0,30.0,Oceanía,1970-2015
699,1979,23.5,47.8,7.45632906243,9.2,6.52481954722,-3.9,12.1,31.2,Oceanía,1970-2015
700,1980,24.0,46.4,7.40894892932,9.7,6.38472669849,-1.7,12.15,30.0,Oceanía,1970-2015
701,1981,23.7,45.6,7.31484373109,8.6,6.33251434952,-3.0,12.0,30.0,Oceanía,1970-2015
702,1982,23.85,47.7,7.26421464533,10.0,6.66687292171,-4.5,12.0333333333,34.7,Oceanía,1970-2015
703,1983,23.7,46.5,7.2122700269,9.9,6.51884074967,-5.5,12.2666666667,30.3,Oceanía,1970-2015
704,1984,23.1,44.0,7.0569335444,7.0,6.3603148687,-4.9,11.8,30.7,Oceanía,1970-2015
705,1985,23.65,45.5,7.25372307238,9.26666666667,6.52877331396,-2.8,12.25,31.5,Oceanía,1970-2015
706,1986,22.7,45.8,7.52507627046,7.4,6.57256895338,-2.0,11.55,30.8,Oceanía,1970-2015
707,1987,23.42,45.5,7.15012591037,9.5,6.59460103801,-2.8,11.9,31.2,Oceanía,1970-2015
708,1988,23.85,45.6,7.16136070028,10.15,6.35036095938,-1.9,12.65,31.7,Oceanía,1970-2015
709,1989,23.3,43.7,7.44034189669,8.25,6.62862488697,-5.2,12.325,29.6,Oceanía,1970-2015
710,1990,23.7,47.9,7.50618181991,7.96,6.64437013458,-2.2,12.4,32.1,Oceanía,1970-2015
711,1991,23.9,46.7,7.20012316992,7.65,6.25607476455,-0.35,12.35,32.0,Oceanía,1970-2015
712,1992,22.9,43.6,7.27926177785,9.3,6.52120738972,-1.1,12.35,29.7,Oceanía,1970-2015
713,1993,23.2666666667,45.15,7.23103640145,9.62,6.49131976776,-1.9,12.0,30.3,Oceanía,1970-2015
714,1994,24.2333333333,45.5,7.21642843167,7.75,6.39497059662,-1.8,11.9,30.9,Oceanía,1970-2015
715,1995,23.3,44.0,7.30844643308,8.175,6.439777962,-0.9,12.0,30.2,Oceanía,1970-2015
716,1996,23.7,45.35,7.37442469048,7.775,6.33543861323,-1.4,12.1,31.0,Oceanía,1970-2015
717,1997,23.65,45.8,7.39023526628,8.6,6.64572766327,-3.5,12.4,29.4,Oceanía,1970-2015
718,1998,23.7,44.8,7.6531870797,7.875,6.70904001319,-2.0,12.2,31.7,Oceanía,1970-2015
719,1999,24.1,45.0,6.95760415858,9.04,6.33410221453,-2.2,12.3166666667,31.2,Oceanía,1970-2015
720,2000,24.05,44.5,6.9521765695,8.48,6.48033888983,-2.3,12.3,29.9,Oceanía,1970-2015
721,2001,23.4,47.8,7.06027170941,9.1,6.53201784825,-2.25,11.65,31.0,Oceanía,1970-2015
722,2002,24.3,44.3,7.22374925879,9.06,6.51440050501,-4.1,12.0,30.9,Oceanía,1970-2015
723,2003,23.9,46.3,7.46712594298,7.46,6.50478255605,-2.85,12.35,30.4,Oceanía,1970-2015
724,2004,23.7666666667,47.3,7.41632038908,8.175,6.52733049189,-1.85,12.1,30.9,Oceanía,1970-2015
725,2005,23.6666666667,45.65,7.45363484142,7.76,6.51601274231,-2.2,12.35,30.7,Oceanía,1970-2015
726,2006,23.85,47.4,7.23505511237,8.0,6.74955050023,-3.65,12.1666666667,33.3,Oceanía,1970-2015
727,2007,24.15,46.45,7.3703483398,8.62,6.5421306084,-3.4,12.5333333333,30.6,Oceanía,1970-2015
728,2008,23.6666666667,44.3,7.38930090212,8.46,6.59681813997,-1.75,12.25,30.3,Oceanía,1970-2015
729,2009,24.1666666667,47.5,7.5834880501,9.6,6.43280170943,-0.7,12.4333333333,32.9,Oceanía,1970-2015
730,2010,23.9,46.65,7.38112356384,8.42,6.73227816729,-2.05,12.55,31.4,Oceanía,1970-2015
731,2011,24.0,48.1,6.8488179983,9.4,6.22136885195,-3.4,12.7,30.9,Oceanía,1970-2015
732,2012,24.45,46.2,7.33004979679,8.6,6.60590421679,-5.2,12.4,30.0,Oceanía,1970-2015
733,2013,24.65,46.3,7.51041039067,7.98,6.34032757546,-3.5,13.0,31.7,Oceanía,1970-2015
734,2014,24.41,46.8,7.26865395286,7.5,6.41925710752,-3.0,12.9,31.4,Oceanía,1970-2015
735,2015,24.4333333333,46.8,7.64536634359,8.86,6.60949909525,-5.0,12.75,31.8,Oceanía,1970-2015
736,1970,23.8733333333,44.2,7.40573645116,9.0,6.72728401948,-3.5,12.2,31.56,Oceanía,1970-2015
737,1971,23.4,44.4,7.27613730812,9.275,6.67310436183,-2.7,12.2,31.2,Oceanía,1970-2015
738,1972,24.9,45.0,7.19490429546,8.45,6.47277540854,-4.7,12.8,31.45,Oceanía,1970-2015
739,1973,24.4,47.2,7.19415715152,8.1,6.59437073615,-3.15,13.2,31.6,Oceanía,1970-2015
740,1974,23.6,41.95,6.64748665449,8.85,6.32752666323,-2.8,12.75,29.0,Oceanía,1970-2015
741,1975,24.2,44.8,6.87468887133,8.6,6.50413136517,-4.8,12.6333333333,29.8,Oceanía,1970-2015
742,1976,24.275,47.3,6.69661171512,9.9,6.49154036521,-7.5,12.4,29.48,Oceanía,1970-2015
743,1977,24.6333333333,44.0,7.05216535517,8.95,6.62645989318,-6.2,12.55,29.7,Oceanía,1970-2015
744,1978,24.5,44.6,7.22705494226,8.3,6.5373479272,-2.7,12.7,30.0,Oceanía,1970-2015
745,1979,24.4,47.8,7.28278184595,9.2,6.63953207384,-3.9,12.75,31.2,Oceanía,1970-2015
746,1980,24.9666666667,46.4,7.23138593469,9.7,6.52226252708,-1.7,12.8,30.0,Oceanía,1970-2015
747,1981,24.6,45.6,7.16385446837,8.6,6.49270708704,-3.0,12.6125,30.0,Oceanía,1970-2015
748,1982,24.6583333333,47.7,7.10267284769,10.0,6.76562038435,-4.5,12.65,34.7,Oceanía,1970-2015
749,1983,24.6,46.5,7.07708628753,9.9,6.6774548344,-5.5,12.9,30.3,Oceanía,1970-2015
750,1984,24.0,44.0,6.93630125416,7.0,6.54105261083,-4.9,12.4,30.7,Oceanía,1970-2015
751,1985,24.45,45.5,7.10659638129,9.26666666667,6.68819868004,-2.8,12.7666666667,31.5,Oceanía,1970-2015
752,1986,23.8,45.8,7.4051895198,7.4,6.76630126673,-2.0,12.2,30.8,Oceanía,1970-2015
753,1987,24.45,45.5,7.03260131568,9.5,6.78264044361,-2.8,12.5,31.2,Oceanía,1970-2015
