,year,tmax,max_tmax,std_tmax,min_tmax,std_tmin,min_tmin,tmin,max_tmin,continent,period
2160,2014,19.025,45.9333333333,12.1953287428,-38.65,11.2730051022,-44.5,5.0,31.4,Norte América,1970-2015
2161,2015,19.99,46.1333333333,11.6256051342,-36.8,10.8146734353,-41.65,6.1,31.7,Norte América,1970-2015
2162,1970,18.3,48.05,12.1705020628,-42.2,10.9033613076,-45.85,4.37142857143,160.333333333,Norte América,1970-2015
2163,1971,18.9,46.65,11.9837439367,-41.7,10.5796263741,-47.8,4.275,149.966666667,Norte América,1970-2015
2164,1972,18.44,49.025,12.2096291944,-42.25,10.9475693575,-47.2,4.45,98.9,Norte América,1970-2015
2165,1973,18.6,47.8,11.4688485255,-40.25,10.1444840092,-45.8,4.83333333333,62.2166666667,Norte América,1970-2015
2166,1974,19.0,46.95,11.4753830021,-43.35,10.1447531612,-48.05,4.44,31.95,Norte América,1970-2015
2167,1975,18.75,50.34,11.7324797246,-47.5,10.5045875429,-50.0,4.32,118.75,Norte América,1970-2015
2168,1976,18.9714285714,45.85,11.3994652,-40.55,10.4366168867,-46.15,3.9,33.05,Norte América,1970-2015
2169,1977,19.425,55.0,12.0797610428,-42.7,11.0434461984,-47.15,5.2,177.766666667,Norte América,1970-2015
2170,1978,18.45,45.9333333333,12.7146937615,-38.7,11.2705985188,-43.6,4.44,31.1,Norte América,1970-2015
2171,1979,18.7,47.75,12.3282892208,-43.25,11.1193708906,-49.4,4.43333333333,30.6,Norte América,1970-2015
2172,1980,18.6,46.65,12.1485513559,-41.3,10.6253168869,-45.55,4.43333333333,99.7,Norte América,1970-2015
2173,1981,18.85,46.15,11.068962528,-39.95,10.0004659197,-43.65,4.92857142857,90.45,Norte América,1970-2015
2174,1982,18.3333333333,45.55,11.9204711381,-40.1,11.0125757118,-47.3,4.75,33.3,Norte América,1970-2015
2175,1983,17.6,45.1666666667,12.1514720284,-39.3,10.4170222844,-44.8333333333,4.57,36.1,Norte América,1970-2015
2176,1984,17.775,45.3333333333,11.6254708427,-43.2,10.3665065929,-45.4,4.43333333333,30.55,Norte América,1970-2015
2177,1985,18.75,46.5,12.4646475938,-42.5,11.2411011686,-45.55,5.0,31.65,Norte América,1970-2015
2178,1986,19.0,45.9333333333,11.2318207417,-40.0,10.1081540942,-43.2,5.3,30.6,Norte América,1970-2015
2179,1987,19.42,45.0333333333,11.1004342825,-39.4,9.75343842075,-44.3,5.0,30.55,Norte América,1970-2015
2180,1988,19.1125,45.0,12.0504893334,-39.7,10.7197841717,-46.9,4.45,34.75,Norte América,1970-2015
2181,1989,19.2333333333,46.1333333333,12.2153468849,-40.4,11.2191746832,-44.2,4.52,31.7,Norte América,1970-2015
2182,1990,19.2666666667,47.5,11.227107262,-42.0,10.2820319092,-49.9,5.18333333333,30.6,Norte América,1970-2015
2183,1991,19.025,44.2666666667,11.5491159764,-42.4,10.4874843057,-45.2,5.0,30.25,Norte América,1970-2015
2184,1992,18.6,45.85,10.8603828361,-38.3,9.51635392535,-45.05,4.83333333333,33.9,Norte América,1970-2015
2185,1993,17.5,46.7,11.637759469,-44.0,10.5634071202,-45.6,4.4,31.4,Norte América,1970-2015
2186,1994,19.0666666667,47.3666666667,11.808231062,-41.7,10.6338646414,-45.85,5.2,31.65,Norte América,1970-2015
2187,1995,18.35,48.9,11.6982588309,-40.4,10.3673941265,-47.1,4.8,33.1,Norte América,1970-2015
2188,1996,18.1333333333,46.95,12.2697219985,-43.5,11.0614561793,-48.1,4.6,32.5,Norte América,1970-2015
2189,1997,18.3,44.8333333333,11.5669739832,-42.25,10.2168528956,-46.5,4.725,30.85,Norte América,1970-2015
2190,1998,18.9,46.8333333333,11.2824927975,-40.6,9.82784736072,-43.9,5.75,33.9,Norte América,1970-2015
2191,1999,19.45,45.0,10.8298829523,-37.7,9.71270183887,-42.55,4.75,30.6,Norte América,1970-2015
2192,2000,19.12,46.3,11.8216590096,-38.0,10.4780978209,-42.9,5.125,34.4,Norte América,1970-2015
2193,2001,19.3,46.4666666667,11.3801893283,-37.5,10.0762273926,-43.2,5.44,32.2,Norte América,1970-2015
2194,2002,18.3333333333,46.8333333333,11.5166014173,-38.3,10.3580959555,-43.1,4.34,35.6,Norte América,1970-2015
2195,2003,19.1,47.2,11.8326855889,-39.3,10.5014317284,-44.8,5.3,31.7,Norte América,1970-2015
2196,2004,18.85,45.1666666667,11.2945118118,-41.2,10.2516587595,-46.05,5.4,31.7,Norte América,1970-2015
2197,2005,18.925,47.7666666667,11.674859935,-41.7,10.3980355345,-47.05,5.2,32.4,Norte América,1970-2015
2198,2006,18.9714285714,46.3,10.9582875432,-36.6,9.70378295328,-43.05,5.275,32.5,Norte América,1970-2015
2199,2007,19.8,46.8333333333,12.0889157081,-37.75,10.8648862659,-44.1,5.56666666667,926.383333333,Norte América,1970-2015
2200,2008,18.45,47.4333333333,11.7845120308,-40.15,10.6643530376,-45.1,4.45,30.3,Norte América,1970-2015
2201,2009,18.3,46.1,11.595568588,-39.65,10.5686433875,-44.05,4.8,32.0333333333,Norte América,1970-2015
2202,2010,18.6,45.2,11.9250675477,-35.65,10.4633600679,-42.9,5.0,30.9333333333,Norte América,1970-2015
2203,2011,18.15,45.9333333333,11.9080663867,-40.75,10.6542442267,-44.95,4.93333333333,30.9333333333,Norte América,1970-2015
2204,2012,20.0,46.2666666667,11.2437063115,-39.6,9.80226343774,-42.55,5.675,32.2,Norte América,1970-2015
2205,2013,18.35,47.6,11.9474225108,-40.1,10.8795923828,-43.3,4.78,32.8,Norte América,1970-2015
2206,2014,18.9,45.9333333333,12.0737762057,-38.65,11.1073790279,-44.5,5.08,31.4,Norte América,1970-2015
2207,2015,19.8333333333,46.1333333333,11.5200243955,-36.8,10.6605553268,-41.65,6.1,31.7,Norte América,1970-2015
2208,1970,18.3333333333,48.05,12.2406026669,-42.2,10.9768866968,-45.85,4.4,160.333333333,Norte América,1970-2015
2209,1971,19.0666666667,46.65,12.0225294892,-41.7,10.6385908561,-47.8,4.35,149.966666667,Norte América,1970-2015
2210,1972,18.475,49.025,12.2379388617,-42.25,11.0030575725,-47.2,4.46666666667,122.775,Norte América,1970-2015
2211,1973,18.65,47.8,11.4930516326,-40.25,10.1832403267,-45.8,4.9,62.2166666667,Norte América,1970-2015
2212,1974,19.0875,46.95,11.4638082819,-43.35,10.1693565629,-48.05,4.45,31.95,Norte América,1970-2015
2213,1975,18.875,50.34,11.7742100173,-47.5,10.5639290171,-50.0,4.4,118.75,Norte América,1970-2015
2214,1976,19.0666666667,45.85,11.4381645489,-40.55,10.4870739834,-46.15,3.9,60.0,Norte América,1970-2015
2215,1977,19.45,55.0,12.1323631243,-42.7,11.1087604004,-47.15,5.25,177.766666667,Norte América,1970-2015
2216,1978,18.5333333333,45.9333333333,12.7992244579,-38.7,11.3665243949,-43.6,4.45,31.1,Norte América,1970-2015
2217,1979,18.78,47.75,12.3470811313,-43.25,11.1928692891,-49.4,4.43333333333,116.666666667,Norte América,1970-2015
2218,1980,18.7,46.65,12.1732115525,-41.3,10.668746585,-45.55,4.43333333333,99.7,Norte América,1970-2015
2219,1981,18.9,46.15,11.0786688533,-39.95,10.04196783,-43.65,4.93333333333,90.45,Norte América,1970-2015
2220,1982,18.35,45.55,11.955487821,-40.1,11.0664071621,-47.3,4.8,33.3,Norte América,1970-2015
2221,1983,17.6333333333,45.1666666667,12.2066680752,-39.3,10.4766007653,-44.8333333333,4.5,36.1,Norte América,1970-2015
2222,1984,17.8,45.3333333333,11.6318028498,-43.2,10.4021162324,-45.4,4.44,30.55,Norte América,1970-2015
2223,1985,18.8666666667,46.5,12.510221845,-42.5,11.3140298002,-45.55,5.0,31.65,Norte América,1970-2015
2224,1986,19.025,45.9333333333,11.2555680387,-40.0,10.1490647973,-43.2,5.3,30.6,Norte América,1970-2015
2225,1987,19.4333333333,45.0333333333,11.1033124239,-39.4,9.76733516213,-44.3,5.0,30.55,Norte América,1970-2015
2226,1988,19.15,45.0,12.0915816399,-39.7,10.7881689609,-46.9,4.44,48.9,Norte América,1970-2015
2227,1989,19.2666666667,46.1333333333,12.2719620228,-40.4,11.2826405123,-44.2,4.54,31.7,Norte América,1970-2015
2228,1990,19.32,47.5,11.227196857,-42.0,10.3103068074,-49.9,5.2,30.6,Norte América,1970-2015
2229,1991,19.1,44.2666666667,11.5552659995,-42.4,10.5366951542,-45.2,5.0,30.25,Norte América,1970-2015
2230,1992,18.6,45.85,10.8385410621,-38.3,9.52677038926,-45.05,4.83333333333,33.9,Norte América,1970-2015
2231,1993,17.5,46.7,11.6732627371,-44.0,10.6100065404,-45.6,4.35,31.4,Norte América,1970-2015
2232,1994,19.14,47.3666666667,11.8360114684,-41.7,10.6825903122,-45.85,5.24285714286,31.65,Norte América,1970-2015
2233,1995,18.35,48.9,11.7316810531,-40.4,10.4214040519,-47.1,4.75,33.1,Norte América,1970-2015
2234,1996,18.1,46.95,12.3484919012,-43.5,11.153310193,-48.1,4.575,32.5,Norte América,1970-2015
2235,1997,18.325,44.8333333333,11.5948878385,-42.25,10.2690513773,-46.5,4.73333333333,30.85,Norte América,1970-2015
2236,1998,19.025,46.8333333333,11.3118615174,-40.6,9.87055824339,-43.9,5.78571428571,33.9,Norte América,1970-2015
2237,1999,19.45,45.0,10.8178979762,-37.7,9.73065141188,-42.55,4.76,30.6,Norte América,1970-2015
2238,2000,19.1625,46.3,11.8507863247,-38.0,10.5270097333,-42.9,5.14,34.4,Norte América,1970-2015
2239,2001,19.4,46.4666666667,11.4046769775,-37.5,10.1338675424,-43.2,5.45,32.2,Norte América,1970-2015
2240,2002,18.3285714286,46.8333333333,11.5439513446,-38.3,10.4100995992,-43.1,4.32222222222,35.6,Norte América,1970-2015
2241,2003,19.15,47.2,11.8378866926,-39.3,10.5440829644,-44.8,5.3,31.7,Norte América,1970-2015
2242,2004,18.8833333333,45.1666666667,11.2770732613,-41.2,10.2782363431,-46.05,5.425,31.7,Norte América,1970-2015
2243,2005,19.025,47.7666666667,11.688426377,-41.7,10.4464334289,-47.05,5.24,32.4,Norte América,1970-2015
2244,2006,19.025,46.3,10.9636875892,-36.6,9.7317651511,-43.05,5.3,32.5,Norte América,1970-2015
2245,2007,19.875,46.8333333333,12.1168559303,-37.75,10.9038756622,-44.1,5.6,926.383333333,Norte América,1970-2015
2246,2008,18.5,47.4333333333,11.8049371262,-40.15,10.7239054309,-45.1,4.45,30.3,Norte América,1970-2015
2247,2009,18.3,46.1,11.6120374807,-39.65,10.6138656095,-44.05,4.8,32.0333333333,Norte América,1970-2015
2248,2010,18.65,45.2,12.0038560355,-35.65,10.553656014,-42.9,5.0,30.9333333333,Norte América,1970-2015
2249,2011,18.2,45.9333333333,11.9469492645,-40.75,10.7246643506,-44.95,4.975,30.9333333333,Norte América,1970-2015
2250,2012,20.125,46.2666666667,11.2476182787,-39.6,9.8479283762,-42.55,5.7,32.2,Norte América,1970-2015
2251,2013,18.35,47.6,11.9593165615,-40.1,10.9365431416,-43.3,4.78,32.8,Norte América,1970-2015
2252,2014,18.9,45.9333333333,12.086749907,-38.65,11.1664929223,-44.5,5.0,31.4,Norte América,1970-2015
2253,2015,19.875,46.1333333333,11.5205968246,-36.8,10.697781691,-41.65,6.1,31.7,Norte América,1970-2015
2254,1970,18.85,48.05,12.2072874628,-42.2,10.9935896314,-45.85,4.66,160.333333333,Norte América,1970-2015
2255,1971,19.45,46.65,11.9974876132,-41.7,10.6682451736,-47.8,4.65,149.966666667,Norte América,1970-2015
2256,1972,18.9,49.025,12.2274132422,-42.25,11.0230852729,-47.2,4.83333333333,122.775,Norte América,1970-2015
2257,1973,19.0666666667,47.8,11.4701837139,-40.25,10.2072654588,-45.8,5.15,62.2166666667,Norte América,1970-2015
2258,1974,19.45,46.95,11.4454617964,-43.35,10.1986793803,-48.05,4.7875,31.95,Norte América,1970-2015
2259,1975,19.2,50.34,11.7441591929,-47.5,10.5795715411,-50.0,4.66,118.75,Norte América,1970-2015
2260,1976,19.4,45.85,11.3955202557,-40.55,10.5027110859,-46.15,4.21428571429,60.0,Norte América,1970-2015
2261,1977,19.85,55.0,12.1221896235,-42.7,11.1364577057,-47.15,5.55,177.766666667,Norte América,1970-2015
2262,1978,18.9,45.9333333333,12.8038503381,-38.7,11.4008834634,-43.6,4.7,31.1,Norte América,1970-2015
2263,1979,19.15,47.75,12.320584365,-43.25,11.2032601174,-49.4,4.7,116.666666667,Norte América,1970-2015
2264,1980,19.08,46.65,12.1854385464,-41.3,10.710183808,-45.55,4.7,99.7,Norte América,1970-2015
2265,1981,19.21,46.15,11.0651587597,-39.95,10.0906280229,-43.65,5.2,90.45,Norte América,1970-2015
2266,1982,18.8,45.55,11.962528961,-40.1,11.0968613805,-47.3,5.06666666667,33.3,Norte América,1970-2015
2267,1983,18.05,45.1666666667,12.198088152,-39.3,10.499339593,-44.8333333333,4.76333333333,36.1,Norte América,1970-2015
2268,1984,18.3,45.3333333333,11.6403654611,-43.2,10.4365611857,-45.4,4.725,30.55,Norte América,1970-2015
2269,1985,19.2,46.5,12.5016918574,-42.5,11.3530121523,-45.55,5.3,31.65,Norte América,1970-2015
2270,1986,19.4285714286,45.9333333333,11.2495210695,-40.0,10.1966968347,-43.2,5.6,30.6,Norte América,1970-2015
2271,1987,19.75,45.0333333333,11.0865561767,-39.4,9.80057269457,-44.3,5.23333333333,30.55,Norte América,1970-2015
2272,1988,19.45,45.0,12.0602475891,-39.7,10.8039123534,-46.9,4.7,48.9,Norte América,1970-2015
2273,1989,19.6333333333,46.1333333333,12.2589660358,-40.4,11.3032196136,-44.2,4.83333333333,31.7,Norte América,1970-2015
2274,1990,19.7,47.5,11.210141255,-42.0,10.3448721042,-49.9,5.54,30.6,Norte América,1970-2015
2275,1991,19.45,44.2666666667,11.5225893353,-42.4,10.5541672649,-45.2,5.36666666667,30.25,Norte América,1970-2015
2276,1992,18.9,45.85,10.8260565667,-38.3,9.57044040671,-45.05,5.125,33.9,Norte América,1970-2015
2277,1993,17.8,46.7,11.6768074501,-44.0,10.6448683245,-45.6,4.61666666667,31.4,Norte América,1970-2015
2278,1994,19.45,47.3666666667,11.8027550875,-41.7,10.7077540978,-45.85,5.55,31.65,Norte América,1970-2015
2279,1995,18.7816666667,48.9,11.7191026612,-40.4,10.4481768114,-47.1,5.0,33.1,Norte América,1970-2015
2280,1996,18.5866071429,46.95,12.3423221277,-43.5,11.1925537955,-48.1,4.875,32.5,Norte América,1970-2015
2281,1997,18.6666666667,44.8333333333,11.5873847446,-42.25,10.3062031022,-46.5,5.0,30.85,Norte América,1970-2015
2282,1998,19.425,46.8333333333,11.3377221587,-40.6,9.93357963357,-43.9,6.1,33.9,Norte América,1970-2015
2283,1999,19.88,45.0,10.8232420169,-37.7,9.78585720185,-42.55,5.03333333333,30.6,Norte América,1970-2015
2284,2000,19.4666666667,46.3,11.8642491905,-38.0,10.5768070143,-42.9,5.4,34.4,Norte América,1970-2015
2285,2001,19.7,46.4666666667,11.3877868051,-37.5,10.1729920838,-43.2,5.73333333333,32.2,Norte América,1970-2015
2286,2002,18.6666666667,46.8333333333,11.5201471719,-38.3,10.4529259474,-43.1,4.66,35.6,Norte América,1970-2015
2287,2003,19.45,47.2,11.8068715671,-39.3,10.5699662415,-44.8,5.56666666667,31.7,Norte América,1970-2015
2288,2004,19.2,45.1666666667,11.2473600414,-41.2,10.3125865986,-46.05,5.73333333333,31.7,Norte América,1970-2015
2289,2005,19.4,47.7666666667,11.6731736934,-41.7,10.4649391062,-47.05,5.55,32.4,Norte América,1970-2015
2290,2006,19.44,46.3,10.9742803898,-36.6,9.78385123605,-43.05,5.56666666667,32.5,Norte América,1970-2015
2291,2007,20.25,46.8333333333,12.0626500524,-37.75,10.9177760926,-44.1,5.86666666667,926.383333333,Norte América,1970-2015
2292,2008,18.9,47.4333333333,11.8007344518,-40.15,10.7560045186,-45.1,4.725,30.3,Norte América,1970-2015
2293,2009,18.6833333333,46.1,11.6251413114,-39.65,10.660895074,-44.05,5.1,32.0333333333,Norte América,1970-2015
2294,2010,19.0,45.2,11.9992096771,-35.65,10.6021346028,-42.9,5.25,30.9333333333,Norte América,1970-2015
2295,2011,18.6,45.9333333333,12.0108692631,-40.75,10.7838487595,-44.95,5.2,30.9333333333,Norte América,1970-2015
2296,2012,20.55,46.2666666667,11.2346607815,-39.6,9.89573101082,-42.55,6.0,32.2,Norte América,1970-2015
2297,2013,18.85,47.6,11.9555046462,-40.1,10.9582252468,-43.3,5.0125,32.8,Norte América,1970-2015
2298,2014,19.2666666667,45.9333333333,12.0705991743,-38.65,11.1892182072,-44.5,5.3,31.4,Norte América,1970-2015
2299,2015,20.1666666667,46.1333333333,11.5061593814,-36.8,10.7158785713,-41.65,6.4,31.7,Norte América,1970-2015
2300,1970,19.0333333333,48.05,12.1505566824,-42.2,10.9628228611,-45.85,4.7125,160.333333333,Norte América,1970-2015
2301,1971,19.725,46.65,11.9630917165,-41.7,10.6611002466,-47.8,4.75,149.966666667,Norte América,1970-2015
2302,1972,19.175,49.025,12.1925123719,-42.25,10.9983780291,-47.2,5.0,122.775,Norte América,1970-2015
2303,1973,19.3,47.8,11.4489317399,-40.25,10.2043657376,-45.8,5.25,62.2166666667,Norte América,1970-2015
2304,1974,19.7,46.95,11.4289626978,-43.35,10.2014950753,-48.05,4.975,31.95,Norte América,1970-2015
2305,1975,19.4333333333,50.34,11.7007546765,-47.5,10.5626118786,-50.0,4.725,118.75,Norte América,1970-2015
2306,1976,19.58,45.85,11.3411180874,-40.55,10.4870614608,-46.15,4.34,60.0,Norte América,1970-2015
2307,1977,20.02,55.0,12.0753069211,-42.7,11.1159215427,-47.15,5.6,177.766666667,Norte América,1970-2015
2308,1978,19.15,45.9333333333,12.7731449961,-38.7,11.3640162237,-43.6,4.8,31.1,Norte América,1970-2015
2309,1979,19.3714285714,47.75,12.2917705693,-43.25,11.1754512686,-49.4,4.78,116.666666667,Norte América,1970-2015
2310,1980,19.3,46.65,12.1547209576,-41.3,10.6889832102,-45.55,4.75,99.7,Norte América,1970-2015
2311,1981,19.4333333333,46.15,11.0323582269,-39.95,10.0837255662,-43.65,5.3,90.45,Norte América,1970-2015
2312,1982,18.9452991453,45.55,11.943766644,-40.1,11.0792056058,-47.3,5.2,33.3,Norte América,1970-2015
2313,1983,18.225,45.1666666667,12.1613710708,-39.3,10.4755807358,-44.8333333333,4.875,36.1,Norte América,1970-2015
2314,1984,18.5333333333,45.3333333333,11.6342508587,-43.2,10.4441769971,-45.4,4.83333333333,30.55,Norte América,1970-2015
2315,1985,19.4333333333,46.5,12.475521183,-42.5,11.3285476156,-45.55,5.4,31.65,Norte América,1970-2015
2316,1986,19.6333333333,45.9333333333,11.2184654803,-40.0,10.1836600086,-43.2,5.75,30.6,Norte América,1970-2015
2317,1987,20.0,45.0333333333,11.0697883472,-39.4,9.80196705313,-44.3,5.3,30.55,Norte América,1970-2015
2318,1988,19.75,45.0,12.0224715742,-39.7,10.7861850916,-46.9,4.8,48.9,Norte América,1970-2015
2319,1989,19.85,46.1333333333,12.2339915715,-40.4,11.2852681604,-44.2,5.0,31.7,Norte América,1970-2015
2320,1990,20.0,47.5,11.2021450671,-42.0,10.3561000099,-49.9,5.58,30.6,Norte América,1970-2015
2321,1991,19.7,44.2666666667,11.4946344462,-42.4,10.5370246997,-45.2,5.48571428571,30.25,Norte América,1970-2015
2322,1992,19.1666666667,45.85,10.8218151169,-38.3,9.57621570327,-45.05,5.25,33.9,Norte América,1970-2015
2323,1993,18.05,46.7,11.6600008155,-44.0,10.6221022752,-45.6,4.7,31.4,Norte América,1970-2015
2324,1994,19.7,47.3666666667,11.7754809574,-41.7,10.6889492646,-45.85,5.6,31.65,Norte América,1970-2015
2325,1995,19.05,48.9,11.6787471704,-40.4,10.4141162045,-47.1,5.16666666667,33.1,Norte América,1970-2015
2326,1996,18.9,46.95,12.3133324859,-43.5,11.1690954386,-48.1,5.0,32.5,Norte América,1970-2015
2327,1997,18.9,44.8333333333,11.5694927072,-42.25,10.3012946759,-46.5,5.15,30.85,Norte América,1970-2015
2328,1998,19.6,46.8333333333,11.3408722681,-40.6,9.94771049662,-43.9,6.125,33.9,Norte América,1970-2015
2329,1999,20.125,45.0,10.7961694544,-37.7,9.78970164758,-42.55,5.2,30.6,Norte América,1970-2015
2330,2000,19.75,46.3,11.8549257516,-38.0,10.5654463323,-42.9,5.55,34.4,Norte América,1970-2015
2331,2001,19.9333333333,46.4666666667,11.3829239932,-37.5,10.1727820898,-43.2,5.85,32.2,Norte América,1970-2015
2332,2002,18.9,46.8333333333,11.5016250161,-38.3,10.4588178557,-43.1,4.8,35.6,Norte América,1970-2015
2333,2003,19.725,47.2,11.7738053082,-39.3,10.5485667746,-44.8,5.7,31.7,Norte América,1970-2015
2334,2004,19.4333333333,45.1666666667,11.2315603251,-41.2,10.3043332992,-46.05,5.85,31.7,Norte América,1970-2015
2335,2005,19.6333333333,47.7666666667,11.640874337,-41.7,10.4359385857,-47.05,5.58,32.4,Norte América,1970-2015
2336,2006,19.7,46.3,10.983026033,-36.6,9.81005995566,-43.05,5.7,32.5,Norte América,1970-2015
2337,2007,20.5333333333,46.8333333333,12.0164154317,-37.75,10.9035341146,-44.1,5.975,926.383333333,Norte América,1970-2015
2338,2008,19.2142857143,47.4333333333,11.7830995356,-40.15,10.7454962623,-45.1,4.81666666667,30.3,Norte América,1970-2015
2339,2009,18.9,46.1,11.6246396133,-39.65,10.6620398548,-44.05,5.25,32.0333333333,Norte América,1970-2015
2340,2010,19.22,45.2,11.9728356358,-35.65,10.592190699,-42.9,5.34,30.9333333333,Norte América,1970-2015
2341,2011,18.9,45.9333333333,12.0404314729,-40.75,10.7970548604,-44.95,5.3,30.9333333333,Norte América,1970-2015
2342,2012,20.7666666667,46.2666666667,11.2159956853,-39.6,9.90781220104,-42.55,6.11666666667,32.2,Norte América,1970-2015
2343,2013,19.0666666667,47.6,11.9606116827,-40.1,10.964110505,-43.3,5.175,32.8,Norte América,1970-2015
2344,2014,19.45,45.9333333333,12.0270212664,-38.65,11.1547006859,-44.5,5.42678571429,31.4,Norte América,1970-2015
2345,2015,20.3666666667,46.1333333333,11.481128454,-36.8,10.6864636753,-41.65,6.5,31.7,Norte América,1970-2015
2346,1970,18.9,48.05,12.0501051194,-42.2,10.8655110553,-45.85,4.7,160.333333333,Norte América,1970-2015
2347,1971,19.66,46.65,11.8712296673,-41.7,10.5794880695,-47.8,4.73333333333,149.966666667,Norte América,1970-2015
2348,1972,19.15,49.025,12.0727255901,-42.25,10.8865739312,-47.2,5.0,122.775,Norte América,1970-2015
2349,1973,19.2333333333,47.8,11.3788138183,-40.25,10.1456771225,-45.8,5.2,62.2166666667,Norte América,1970-2015
2350,1974,19.6333333333,46.95,11.3401737832,-43.35,10.1187100813,-48.05,4.91666666667,31.95,Norte América,1970-2015
2351,1975,19.4,50.34,11.605560003,-47.5,10.4728858031,-50.0,4.7,118.75,Norte América,1970-2015
2352,1976,19.45,45.85,11.2480981434,-40.55,10.3995092107,-46.15,4.325,60.0,Norte América,1970-2015
2353,1977,20.0,55.0,11.986792427,-42.7,11.0267049356,-47.15,5.56666666667,177.766666667,Norte América,1970-2015
2354,1978,19.1,45.9333333333,12.6593354374,-38.7,11.256588007,-43.6,4.78,210.0,Norte América,1970-2015
2355,1979,19.34,47.75,12.1938943704,-43.25,11.0841716026,-49.4,4.8,116.666666667,Norte América,1970-2015
2356,1980,19.2333333333,46.65,12.0537625433,-41.3,10.594197029,-45.55,4.75,99.7,Norte América,1970-2015
2357,1981,19.4,46.15,10.9565804949,-39.95,10.0066242357,-43.65,5.275,90.45,Norte América,1970-2015
2358,1982,18.9,45.55,11.8440813126,-40.1,10.9778263154,-47.3,5.16666666667,33.3,Norte América,1970-2015
2359,1983,18.175,45.1666666667,12.0578768486,-39.3,10.3754672536,-44.8333333333,4.86,36.1,Norte América,1970-2015
2360,1984,18.4666666667,45.3333333333,11.5545929662,-43.2,10.3785121746,-45.4,4.83333333333,30.55,Norte América,1970-2015
2361,1985,19.4333333333,46.5,12.3929710623,-42.5,11.2368096248,-45.55,5.4,31.65,Norte América,1970-2015
2362,1986,19.5,45.9333333333,11.1424323004,-40.0,10.0981068711,-43.2,5.73333333333,30.6,Norte América,1970-2015
2363,1987,19.9,45.0333333333,11.0145157291,-39.4,9.7446350073,-44.3,5.3,30.55,Norte América,1970-2015
2364,1988,19.7,45.0,11.9395294182,-39.7,10.7016375282,-46.9,4.8,53.9,Norte América,1970-2015
2365,1989,19.8,46.1333333333,12.1377737898,-40.4,11.1958660986,-44.2,5.0,31.7,Norte América,1970-2015
2366,1990,19.9,47.5,11.1255576639,-42.0,10.2770918739,-49.9,5.6,30.6,Norte América,1970-2015
2367,1991,19.6333333333,44.2666666667,11.4165928911,-42.4,10.4570780354,-45.2,5.48571428571,30.25,Norte América,1970-2015
2368,1992,19.15,45.85,10.7540340764,-38.3,9.51501923109,-45.05,5.275,33.9,Norte América,1970-2015
2369,1993,18.05,46.7,11.5853748612,-44.0,10.5385662784,-45.6,4.7,31.4,Norte América,1970-2015
2370,1994,19.6333333333,47.3666666667,11.6860124639,-41.7,10.5885816635,-45.85,5.57638888889,31.65,Norte América,1970-2015
2371,1995,19.0,48.9,11.5761526774,-40.4,10.3182385467,-47.1,5.16666666667,33.1,Norte América,1970-2015
2372,1996,18.85,46.95,12.2081574946,-43.5,11.0578185669,-48.1,5.0,32.5,Norte América,1970-2015
2373,1997,18.88,44.8333333333,11.4759027345,-42.25,10.2071154021,-46.5,5.125,30.85,Norte América,1970-2015
2374,1998,19.5333333333,46.8333333333,11.2620528706,-40.6,9.86588672574,-43.9,6.1,33.9,Norte América,1970-2015
2375,1999,20.0,45.0,10.7174451783,-37.7,9.70943997016,-42.55,5.16666666667,30.6,Norte América,1970-2015
2376,2000,19.7,46.3,11.7579376119,-38.0,10.4695766339,-42.9,5.55,34.4,Norte América,1970-2015
2377,2001,19.8333333333,46.4666666667,11.3005035503,-37.5,10.0869107632,-43.2,5.8,32.2,Norte América,1970-2015
2378,2002,18.9,46.8333333333,11.4394562623,-38.3,10.3863008895,-43.1,4.8,35.6,Norte América,1970-2015
2379,2003,19.7,47.2,11.689235331,-39.3,10.454459423,-44.8,5.675,31.7,Norte América,1970-2015
2380,2004,19.4267857143,45.1666666667,11.1647055109,-41.2,10.2342432108,-46.05,5.85,31.7,Norte América,1970-2015
2381,2005,19.5,47.7666666667,11.5486861938,-41.7,10.3461317135,-47.05,5.56666666667,32.4,Norte América,1970-2015
2382,2006,19.6333333333,46.3,10.9077261235,-36.6,9.73976532859,-43.05,5.675,32.5,Norte América,1970-2015
2383,2007,20.4,46.8333333333,11.9421273254,-37.75,10.8160867428,-44.1,5.93333333333,926.383333333,Norte América,1970-2015
2384,2008,19.15,47.4333333333,11.7022501606,-40.15,10.6527315504,-45.1,4.83333333333,30.3,Norte América,1970-2015
2385,2009,18.9,46.1,11.5473999946,-39.65,10.581739619,-44.05,5.25,32.0333333333,Norte América,1970-2015
2386,2010,19.15,45.2,11.9107854675,-35.65,10.5172793135,-42.9,5.33333333333,30.9333333333,Norte América,1970-2015
2387,2011,18.8666666667,45.9333333333,11.9448195747,-40.75,10.7116565164,-44.95,5.3,30.9333333333,Norte América,1970-2015
2388,2012,20.7,46.2666666667,11.1368157356,-39.6,9.83179360163,-42.55,6.1,32.2,Norte América,1970-2015
2389,2013,18.9645833333,47.6,11.8843958121,-40.1,10.8962441588,-43.3,5.16666666667,32.8,Norte América,1970-2015
2390,2014,19.45,45.9333333333,11.9229453679,-38.65,11.0491276445,-44.5,5.425,31.4,Norte América,1970-2015
